DATE_TIME,OBSERVATORY_NAME,SENSOR_TYPE,MINIMUM_TEMPERATURE,MAXIMUM_TEMPERATURE,AVERAGE_TEMPERATURE,MINIMUM_HUMIDITY,MAXIMUM_HUMIDITY,AVERAGE_HUMIDITY,MINIMUM_WIND,MAXIMUM_WIND,AVERAGE_WIND,MINIMUM_DIRECTIONOFWIND,MAXIMUM_DIRECTIONOFWIND,AVERAGE_DIRECTIONOFWIND,MINIMUM_PRECIPITATION,MAXIMUM_PRECIPITATION,AVERAGE_PRECIPITATION,MINIMUM_ROAD_TEMPERATURE,MAXIMUM_ROAD_TEMPERATURE,AVERAGE_ROAD_TEMPERATURE,MINIMUM_FELT_TEMPERATURE,MAXIMUM_FELT_TEMPERATURE,AVERAGE_FELT_TEMPERATURE
2021-04-04 12:00:00,SILE,ICING_SENSOR,7.249,7.724,7.43467,100,100,100,0,3.17,1.62644,5,5,5,0,0,0,-1.9,-1.9,-1.9,5.95,8.96,7.31311
2021-04-04 09:00:00,USKUMRUKOY,ICING_SENSOR,8.66,8.84,8.73083,97,98.1,97.48667,1.457,3.647,2.60125,283,325,303.26667,0,0,0,11.5,11.9,11.65,7.41,8.99,8.03117
2021-04-03 00:00:00,SILE,ICING_SENSOR,10.77,11.18,10.98712,61.85,65.44,63.69346,2.61,7.49,4.58385,5,5,5,0,0,0,-1.9,-1.9,-1.9,9.1,10.53,9.71019
2021-04-04 08:00:00,USKUMRUKOY,ICING_SENSOR,8.74,9.4,9.10949,94.6,97.3,95.91864,0.94,3.888,2.52892,268,322,296.66102,0,0,0,11.7,12.4,11.96441,7.49,10.56,8.53339
2021-04-03 00:00:00,UMRANIYE,ICING_SENSOR,12.08,12.49,12.26776,100,100,100,1.25,4.77,2.81414,139,248,188.53448,0,0,0,10.1,10.5,10.2569,11.11,13.18,11.94293
2021-04-03 10:00:00,UMRANIYE,ICING_SENSOR,18.22,19.25,18.61203,100,100,100,2.69,8.85,4.95305,177,256,215.33898,1,60,30.5,31.1,33.3,32.27797,18.09,19.97,18.91525
2021-04-01 16:00:00,CAMLICA_TUNEL_K,ICING_SENSOR,6.595,7.224,6.80017,77.49,80.3,78.851,0.228,1.781,0.41675,9,259,75.68333,0,0,0,9.6,10.8,10.13833,6.55,9.51,8.697
2021-04-01 14:00:00,SILE,ICING_SENSOR,5.691,6.03,5.83748,92.8,95.4,94.23276,0,2.77,1.74017,5,5,5,0,0,0,-1.9,-1.9,-1.9,4.18,6.76,5.41034
2021-04-03 06:00:00,UMRANIYE,ICING_SENSOR,13.72,15.22,14.44776,100,100,100,1.33,6.13,2.4969,59,290,197.77586,0,0,0,12.3,16.5,14.03966,13.62,15.94,14.76155
2021-04-03 05:00:00,UMRANIYE,ICING_SENSOR,12.62,13.78,13.20623,100,100,100,1.49,4.29,2.61131,120,245,202.78689,0,0,0,10.1,12.4,11.08525,12.59,13.95,13.12443
2021-04-03 18:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,13.2,13.7,13.38667,69,72,70.58333,2.3,3.3,2.795,172,217,197.58333,0,0,0,-99,-99,-99,12.87,13.65,13.2385
2021-04-01 21:00:00,SILE,ICING_SENSOR,4.271,4.407,4.32116,99.9,100,99.9918,0,1.57,0.48311,5,5,5,0,0,0,-1.9,-1.9,-1.9,3.91,5.72,4.86475
2021-04-03 17:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,13.6,14.9,14.33833,63,70,65.75,2,3.6,2.91667,168,209,196.36667,0,0,0,-99,-99,-99,13.26,15.29,14.30733
2021-04-04 23:00:00,UMRANIYE,ICING_SENSOR,8.87,9.21,9.0085,100,100,100,1.81,6.21,3.69,2,354,118.21667,0,0.08,0.0055,9.4,9.6,9.51,6.89,8.74,7.66217
2021-04-03 05:00:00,ODAYERI,ICING_SENSOR,12.77,13.57,13.15525,60.76,62.85,61.77197,0.654,3.74,1.71479,15,354,276.01639,0,0,0,12.5,15.1,13.8541,12.3,14.81,13.65049
2021-04-04 22:00:00,KARTAL_AYDOS_DAGI,AUTOMATED_WEATHER_SENSOR,6.1,6.7,6.26949,98,98,98,3.2,8.1,5.90847,15,56,33.40678,-99,-99,-99,-99,-99,-99,2.56,4.4,3.35203
2021-04-02 05:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,3.6,6.6,5.26333,100,100,100,2.8,5.7,3.95833,208,235,219.11667,0,0,0,-99,-99,-99,1.23,4.29,2.99433
2021-04-03 16:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,14.9,16.7,15.87167,56,62,58.8,2,4.2,2.995,186,223,202.26667,0,0,0,-99,-99,-99,15.26,17.16,16.0935
2021-04-01 22:00:00,SILE,ICING_SENSOR,4.203,4.339,4.26715,99.8,99.9,99.89811,0,1.49,0.52736,5,5,5,0,0,0,-1.9,-1.9,-1.9,3.81,5.65,4.88
2021-04-03 16:00:00,CATALCA,AUTOMATED_WEATHER_SENSOR,13.3,14.1,13.71667,64,67,65.75,5.4,7.8,6.93333,218,239,227.5,0,0,0,-99,-99,-99,11.63,12.99,12.34333
2021-04-01 20:00:00,KARTAL_AYDOS_DAGI,AUTOMATED_WEATHER_SENSOR,3,4,3.29833,95,98,97.75,0,3.3,2.30167,0,128,69.38333,-99,-99,-99,-99,-99,-99,0.73,4.34,1.78617
2021-04-01 17:00:00,SILE,ICING_SENSOR,4.134,4.744,4.35913,99.2,99.8,99.49167,0,0.69,0.10033,5,5,5,0,0,0,-1.9,-1.9,-1.9,4.13,5.7,4.55833
2021-04-03 03:00:00,SILE,ICING_SENSOR,10.03,10.5,10.22944,68.22,72.35,70.28833,3.01,6.85,4.33593,5,5,5,0,0,0,-1.9,-1.9,-1.9,7.97,10.43,8.98222
2021-04-01 19:00:00,CAMLICA_TUNEL_K,ICING_SENSOR,5.238,5.878,5.559,87.4,89.9,88.62833,0,1.383,0.61007,50,158,90.38333,0,0,0,6.6,8,7.13333,4.89,8.46,6.58083
2021-04-03 12:00:00,KARTAL_AYDOS_DAGI,AUTOMATED_WEATHER_SENSOR,16.2,16.5,16.33333,51,52,51.4,6.2,10.9,8.725,228,246,236.4,-99,-99,-99,-99,-99,-99,15.01,15.61,15.35283
2021-04-03 21:00:00,RIVA_TUNEL_G,ICING_SENSOR,14.63,16.66,15.78644,63.67,72.17,67.52254,0.469,6.253,2.38095,23,350,118.66102,0,0,0,13.3,14.1,13.80678,14.96,17.5,16.39051
2021-04-02 11:00:00,USKUMRUKOY,ICING_SENSOR,14.01,14.77,14.29373,44.93,48.06,46.1378,1.568,7.232,3.73044,130,263,188.64407,0,0,0,25.6,25.6,25.6,12.73,14.78,13.97559
2021-04-04 15:00:00,ODAYERI,ICING_SENSOR,8.31,8.46,8.38534,99.7,100,99.93966,0.469,2.381,1.26402,3,353,155.06897,0,0,0,10.2,10.7,10.5,7.45,9.85,8.69828
2021-04-03 15:00:00,UMRANIYE,ICING_SENSOR,19.87,20.83,20.21315,100,100,100,2.93,7.17,4.21148,184,244,211.01852,1,60,32.05263,21.2,25.4,23.23148,20.67,21.69,20.94648
2021-04-03 14:00:00,UMRANIYE,ICING_SENSOR,20.42,21.23,20.71754,100,100,100,2.53,6.29,3.82311,153,250,211.68852,1,60,31.84091,25.4,29.1,27.23934,21.03,22.33,21.61
2021-04-02 00:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,2.9,3.5,3.10667,100,100,100,1.3,3,1.95833,206,246,225.36667,0,0,0,-99,-99,-99,1.35,2.88,1.9655
2021-04-03 13:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,17.7,19,18.255,48,51,49.21667,4.5,8.4,6.52667,200,233,215.18333,0,0,0,-99,-99,-99,17.18,19.37,18.13133
2021-04-01 00:00:00,USKUMRUKOY,ICING_SENSOR,5.221,5.746,5.51402,76.06,77.68,76.92949,0.358,2.123,1.10946,1,352,134.47458,0,0,0,10.3,10.3,10.3,4.61,7.27,5.81746
2021-04-01 14:00:00,CAMLICA_TUNEL_K,ICING_SENSOR,7.163,7.683,7.38593,74.17,76.78,75.35136,0.247,2.973,0.53339,6,350,136.83051,0,0,0,12.7,15.6,14.12373,6.66,10.2,9.29085
2021-04-03 05:00:00,SILE,ICING_SENSOR,10.97,11.99,11.41803,61.57,67.54,64.24131,1.89,6.29,3.63426,5,5,5,0,0,0,-1.9,-1.9,-1.9,9.56,11.61,10.59607
2021-04-02 07:00:00,RIVA_TUNEL_G,ICING_SENSOR,10.57,11.43,10.97186,65.45,69.12,67.60441,1.79,7.029,3.63919,41,124,91.86441,0,0,0,15.7,20,17.95254,9.07,12.03,10.0022
2021-04-03 01:00:00,KARTAL_AYDOS_DAGI,AUTOMATED_WEATHER_SENSOR,8.2,8.9,8.745,82,89,83.91667,6,10.7,8.525,217,236,227.21667,-99,-99,-99,-99,-99,-99,4.84,6.4,5.65567
2021-04-01 15:00:00,CAMLICA_TUNEL_K,ICING_SENSOR,7.021,8.46,7.2933,76.08,78.5,77.03787,0,2.326,0.60916,6,348,133.59016,0,0,0,10.9,12.7,11.76393,6.24,10.47,8.74836
2021-04-03 11:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,16.6,17.9,17.07167,49,55,51.9,4.9,9.1,7.095,195,233,214.56667,0,0,0,-99,-99,-99,15.8,17.82,16.55033
2021-04-01 13:00:00,CAMLICA_TUNEL_K,ICING_SENSOR,7.426,8.54,7.8265,67.8,75.9,72.97367,0.247,4.608,0.90665,4,353,272.21667,0,0,0,15.8,17.5,16.785,6.32,11.03,9.52267
2021-04-02 07:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,8.2,9.9,9.17833,73,88,80.48333,4.5,8.2,6.38167,200,238,219.38333,0,0,0,-99,-99,-99,5.34,8.25,6.7945
2021-04-02 08:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,9.7,10.8,10.16833,68,78,71.86667,4.7,8.9,7.24,203,237,224.78333,0,0,0,-99,-99,-99,6.81,8.86,7.7925
2021-04-03 01:00:00,CAMLICA_TUNEL_K,ICING_SENSOR,10.38,11.17,10.94719,72.24,80.4,74.65175,0.275,3.333,1.20449,200,295,250.47368,0,0.01,0.00018,10.1,10.8,10.64737,10.31,13.36,11.9293
2021-04-03 11:00:00,UMRANIYE,ICING_SENSOR,18.77,20.07,19.40322,100,100,100,1.73,7.57,3.97136,162,354,219.28814,1,60,47.65116,31,33.5,32.77797,19.24,20.84,20.03102
2021-04-03 08:00:00,KARTAL_AYDOS_DAGI,AUTOMATED_WEATHER_SENSOR,12.8,14.3,13.67,53,60,56.23333,4.7,10.2,7.62833,219,245,231.96667,-99,-99,-99,-99,-99,-99,11,12.96,12.15833
2021-04-01 17:00:00,ODAYERI,ICING_SENSOR,5.502,6.51,5.93482,86.8,90.2,88.38833,0,0.718,0.36613,33,204,139.75,0,0,0,10.1,11.3,10.555,5.95,8.87,7.61367
2021-04-03 23:00:00,USKUMRUKOY,ICING_SENSOR,15.13,15.37,15.23737,64.19,66.45,65.2207,2.354,6.253,4.28456,152,237,199.05263,0,0,0,18.1,18.1,18.1,14.2,15.69,14.99439
2021-04-03 02:00:00,ODAYERI,ICING_SENSOR,12.15,12.4,12.233,65.88,72.19,68.5895,0.515,3.444,1.79103,16,352,288.1,0,0,0,11.2,11.8,11.42333,11.53,13.16,12.5035
2021-04-03 22:00:00,USKUMRUKOY,ICING_SENSOR,15.37,16.31,15.94492,59.51,63.72,61.01932,1.587,7.584,3.50027,165,236,206.88136,0,0,0,18.1,18.1,18.1,15.01,16.46,15.99051
2021-04-04 23:00:00,KARTAL_AYDOS_DAGI,AUTOMATED_WEATHER_SENSOR,6.5,6.6,6.56271,98,98,98,5.8,11.1,8.51695,14,51,33.62712,-99,-99,-99,-99,-99,-99,2.14,3.76,2.87508
2021-04-02 23:00:00,ODAYERI,ICING_SENSOR,12.79,13.13,13.05647,55.64,61.52,57.79118,1.494,5.052,2.9818,2,349,268.19608,0,0,0,11.8,12.5,12.31373,12.17,13.94,12.82431
2021-04-01 16:00:00,SILE,ICING_SENSOR,4.744,5.421,5.18332,97.9,99.2,98.94576,0,2.05,0.52068,5,5,5,0,0,0,-1.9,-1.9,-1.9,4.74,6.78,5.61017
2021-04-04 19:00:00,SILE,ICING_SENSOR,6.302,6.438,6.39334,100,100,100,0,2.85,1.11517,5,5,5,0,0.01,0.00034,-1.9,-1.9,-1.9,4.95,7.85,6.37276
2021-04-02 18:00:00,RIVA_TUNEL_G,ICING_SENSOR,10.92,12.58,11.67458,59.7,67.71,63.63292,0.58,3.453,1.63352,15,336,161.5625,0,0,0,12.4,13.1,12.59167,11.26,13.43,12.11438
2021-04-04 12:00:00,CAMLICA_TUNEL_K,ICING_SENSOR,9.86,10.29,10.07194,88.5,91.9,90.39516,0.312,3.536,1.58094,3,337,98.72581,0,0,0,18.8,20,19.47419,8.83,12.53,10.44661
2021-04-03 20:00:00,USKUMRUKOY,ICING_SENSOR,15.9,16.49,16.12226,63.86,67.29,66.12855,1.337,5.061,3.07261,151,239,201.45161,0,0,0,19.9,19.9,19.9,15.68,17.07,16.44774
2021-04-04 21:00:00,CATALCA,AUTOMATED_WEATHER_SENSOR,4.8,5.3,5.105,99,99,99,7,11.9,9.74167,16,52,37.61667,0,0.2,0.02,-99,-99,-99,0,1.71,0.66133
2021-04-01 21:00:00,KARTAL_AYDOS_DAGI,AUTOMATED_WEATHER_SENSOR,3.6,4.6,4.025,90,95,91.1,1.9,3.4,2.63833,121,185,147.86667,-99,-99,-99,-99,-99,-99,1.3,3.7,2.37983
2021-04-01 22:00:00,KARTAL_AYDOS_DAGI,AUTOMATED_WEATHER_SENSOR,4.2,4.7,4.38833,89,92,90.55,0,3.1,1.78833,0,173,136.2,-99,-99,-99,-99,-99,-99,2.34,6.54,3.55783
2021-04-02 12:00:00,RIVA_TUNEL_G,ICING_SENSOR,14.37,15.34,14.76817,43.67,46.63,45.29683,1.134,6.318,3.55478,50,316,111.23333,0,0,0,24.7,26.3,25.39667,13.37,16.09,14.54283
2021-04-02 00:00:00,RIVA_TUNEL_G,ICING_SENSOR,4.648,4.868,4.79108,94.4,95.5,94.97377,0,2.076,0.59523,11,336,144.40984,0,0,0,6.1,6.6,6.44918,3.96,7,5.96033
2021-04-03 08:00:00,SILE,ICING_SENSOR,14.02,14.36,14.2241,49.3,52.14,50.90525,0.69,4.85,3.00213,5,5,5,0,0,0,-1.9,-1.9,-1.9,13.63,15.18,14.29016
2021-04-01 14:00:00,ODAYERI,ICING_SENSOR,8.53,9.45,8.91776,69.11,76.47,73.40103,0.349,2.843,1.09574,22,351,128.58621,0,0,0,16.9,20.3,18.48276,8.59,10.78,9.56483
2021-04-03 09:00:00,CAMLICA_TUNEL_K,ICING_SENSOR,16.01,17.17,16.45016,46.75,49.71,48.55967,0.533,6.114,2.99789,204,269,231.14754,0,0,0,26.8,32,29.1377,15.39,18.5,17.14574
2021-04-02 06:00:00,SUREYYAPASA,ICING_SENSOR,9.06,9.57,9.38161,75.59,80.9,78.77806,1.448,3.195,2.18961,195,271,230.98387,0,0,0,10.8,12.1,11.11935,8.17,9.67,8.97871
2021-04-01 04:00:00,BEYKOZ,ICING_SENSOR,4.018,4.836,4.46377,82.6,83.6,83.09286,0.53,2.93,1.14429,5,344,141.75,0,0.09,0.02232,4.3,5.2,4.74821,2.71,6.03,4.78696
2021-04-04 02:00:00,CATALCA_MGM,AUTOMATED_WEATHER_SENSOR,12.3,13.7,13.26393,70,77,72.01639,1.5,8.5,3.7541,157,236,192.52459,-99,-99,-99,-99,-99,-99,11.21,14.19,12.75967
2021-04-03 21:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,13.45,14.34,13.78164,71.09,76.57,74.05873,0.717,2.33,1.54433,225,252,237.21818,0,0,0,-99,-99,-99,13.55,15.39,14.48418
2021-04-03 00:00:00,OMERLI,AUTOMATED_WEATHER_SENSOR,10.44,11.48,10.70433,65.31,76.33,73.2465,2.668,9.2,5.80447,223,252,235.26667,0,0,0,-99,-99,-99,8.05,10.16,8.91817
2021-04-01 09:00:00,CATALCA_MGM,AUTOMATED_WEATHER_SENSOR,8.5,9,8.82167,62,64,62.91667,4.1,9.7,6.15167,13,47,27.36667,-99,-99,-99,-99,-99,-99,5.45,7.4,6.42967
2021-04-02 15:00:00,BEYKOZ,ICING_SENSOR,11.69,12.84,12.35475,53.32,59.96,56.00492,0.53,2.93,1.46017,22,328,203.38983,0,0,0,14.7,17.3,16.03051,11.17,13.97,13.05949
2021-04-02 10:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,11.11,11.93,11.49018,51.92,62.31,56.76702,2.168,3.565,2.73681,238,355,305.54386,0,0,0,-99,-99,-99,10.32,11.79,11.05193
2021-04-04 21:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,6.97,7.073,7.01569,100,100,100,4.975,8.48,6.62639,0,359,32.59322,0,0,0,-99,-99,-99,3.39,4.63,4.00831
2021-04-03 22:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,14.06,14.41,14.23345,67.88,70.75,68.85672,1.715,3.463,2.34734,232,268,252.86207,0,0,0,-99,-99,-99,14.08,14.88,14.46552
2021-04-03 07:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,12.6,13.5,12.81525,80,99,92.32203,2.4,4.7,3.43898,146,191,159.77966,0,0,0,-99,-99,-99,11.72,13.06,12.28593
2021-04-03 23:00:00,SAMANDIRA,AUTOMATED_WEATHER_SENSOR,14.9,15.7,15.38621,61,65,62.67241,3.9,8.4,5.82931,219,278,255.81034,0,0,0,-99,-99,-99,13.96,15.39,14.68914
2021-04-03 22:00:00,CATALCA_MGM,AUTOMATED_WEATHER_SENSOR,11.5,12,11.68305,81,83,82.84746,2,4.1,3.03051,115,209,154.05085,-99,-99,-99,-99,-99,-99,10.5,11.51,11.12814
2021-04-01 18:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,4,4.7,4.33167,100,100,100,1.2,2.5,2.04333,3,68,28.66667,0,0,0,-99,-99,-99,2.53,4.41,3.27967
2021-04-02 21:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,12.71,13.15,12.94153,56.2,61.53,59.45644,0,2.807,1.76537,0,238,199.55932,0,0,0,12.6,13.1,12.91186,12.72,17.44,13.49271
2021-04-01 20:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,5.28,5.281,5.28067,92.8,93,92.93333,0.735,0.755,0.74167,316,316,316,0,0,0,-99,-99,-99,6.14,6.18,6.16667
2021-04-01 03:00:00,CATALCA_MGM,AUTOMATED_WEATHER_SENSOR,1.1,1.7,1.31,85,88,86.58333,0.8,2.6,1.905,0,360,169.7,-99,-99,-99,-99,-99,-99,-0.91,1.87,0.02833
2021-04-03 08:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,12.9,15.9,14.80167,61,83,70.55,2.1,5.4,3.95,151,211,183.2,0,0,0,-99,-99,-99,12.15,16.27,14.479
2021-04-02 08:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,11.35,12.09,11.61283,65.08,72.57,69.56333,6.568,8.19,7.40068,197,325,234.81667,0,0,0,-99,-99,-99,9.06,10.37,9.5765
2021-04-02 18:00:00,SAMANDIRA,AUTOMATED_WEATHER_SENSOR,12.6,13.3,13,57,60,58.77083,1.1,5.7,2.92292,206,279,237.79167,0,0,0,-99,-99,-99,11.98,14.08,12.76042
2021-04-02 09:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,12.09,13.37,12.644,56.29,65.1,59.97617,6.493,8.75,7.47873,353,353,353,0,0,0,-99,-99,-99,9.89,11.84,10.8665
2021-04-01 15:00:00,OMERLI,AUTOMATED_WEATHER_SENSOR,6.379,7.007,6.63102,79.26,82.6,80.65379,0,2.327,0.74884,0,355,29.5,0,0,0,-99,-99,-99,5.73,11.85,8.24052
2021-04-04 01:00:00,BEYKOZ,ICING_SENSOR,12.64,13.18,12.91982,68.78,71.43,70.1114,0.77,4.21,2.00509,5,334,230.57895,0,0,0,11.4,11.7,11.55965,11.89,14.62,13.27263
2021-04-01 12:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,10.42,12.05,10.98473,50.29,55.17,52.84527,1.158,5.748,3.23313,3,358,178.4,0,0,0,28.6,30.5,29.65273,9.02,12.71,10.23909
2021-04-02 01:00:00,SUREYYAPASA,ICING_SENSOR,7.249,7.636,7.5287,78.69,79.27,78.88286,0,0.681,0.2278,34,347,208.39286,0,0,0,7.5,8.4,8.14643,7.26,10.34,8.9925
2021-04-04 15:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,8.97,9.3,9.12724,94.4,98.2,96.68103,0.525,3.638,2.00448,11,64,35.77586,0,0,0,12.2,13.5,12.71207,7.62,10.65,8.8781
2021-04-02 00:00:00,SUREYYAPASA,ICING_SENSOR,7.389,7.581,7.51337,79.06,79.9,79.33475,0,0.626,0.18995,0,348,264.25424,0,0,0,8.4,8.4,8.4,7.4,10.19,9.02814
2021-04-03 13:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,17.76,20.13,19.1505,49.02,56.91,52.211,3.588,6.862,5.26627,173,198,186.88333,0,0,0,-99,-99,-99,17.68,20.74,19.46133
2021-04-03 07:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,15.12,18.06,16.28724,47.43,54.96,51.25931,1.13,3.33,2.19612,175,243,214.43103,0,0,0,19.9,28.2,22.45,15.36,19.17,16.93172
2021-04-01 14:00:00,OMERLI,AUTOMATED_WEATHER_SENSOR,6.99,7.542,7.18737,74.01,79.33,76.92339,0.078,3.537,1.52335,1,359,96.04839,0,0,0,-99,-99,-99,5.76,10.92,7.4171
2021-04-03 05:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,13.02,14.4,13.75452,59.11,67.02,63.35274,0.457,3.052,1.87187,165,236,200.95161,0,0,0,11.6,15.4,13.28548,13.14,16.23,14.23968
2021-04-04 10:00:00,OMERLI,AUTOMATED_WEATHER_SENSOR,10.24,11.87,11.30448,85.9,91.9,88.40862,0.223,5.185,3.13386,0,359,322.31034,0,0,0,-99,-99,-99,8.92,14.46,10.70931
2021-04-03 07:00:00,OMERLI,AUTOMATED_WEATHER_SENSOR,14.51,16.8,15.34431,46.47,53.74,49.95276,3.57,6.425,5.13078,220,245,231.93103,0,0,0,-99,-99,-99,13.54,16.65,14.8019
2021-04-01 06:00:00,CATALCA_MGM,AUTOMATED_WEATHER_SENSOR,6.7,7.8,7.17167,68,74,71.51667,2.5,6.9,5.02667,18,69,38.96667,-99,-99,-99,-99,-99,-99,3.6,6.18,4.8095
2021-04-01 15:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,6.4,7.6,6.89667,76,94,85.25,2.6,5.5,4.05167,0,360,45.88333,0,0,0,-99,-99,-99,4.01,6.03,4.9145
2021-04-04 08:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,10.57,13.17,11.75121,84.2,91.6,87.67414,0,1.998,1.20619,0,356,311.98276,0,0,0,-99,-99,-99,10.77,15.5,12.50207
2021-04-01 14:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,7.1,8.1,7.555,69,79,72.66667,3.4,6.7,5.08833,9,357,28.61667,0,0,0,-99,-99,-99,4.51,6.29,5.23867
2021-04-04 06:00:00,BEYKOZ,ICING_SENSOR,11.42,12.09,11.65517,82.5,84.7,83.95333,0,2.77,1.13583,10,314,156.03333,0,0.11,0.03717,11.4,13.7,12.57833,11.12,13.68,12.21417
2021-04-04 08:00:00,BEYKOZ,ICING_SENSOR,8.97,11.42,9.81308,83.8,96,91.71154,0.93,3.73,2.07308,241,289,262.69231,0,0.1,0.03423,12,12.6,12.25192,8.11,11.99,9.25538
2021-04-02 05:00:00,SUREYYAPASA,ICING_SENSOR,8.96,9.52,9.3071,75.42,80.1,77.93661,0.506,2.594,1.37992,127,318,221.53226,0,0,0,8.4,11.1,9.71774,8.33,10.71,9.64
2021-04-02 04:00:00,SAMANDIRA,AUTOMATED_WEATHER_SENSOR,5.3,6.8,5.93833,80,81,80.85,0,2.6,1.15333,0,294,217.95,0,0,0,-99,-99,-99,3.88,8.8,6.337
2021-04-01 00:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,1.37,2.055,1.58329,93.5,96,94.76078,0,1.397,0.19541,0,356,82.90196,0,0,0,-99,-99,-99,1.44,5.09,1.76745
2021-04-03 10:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,17.77,18.65,18.28204,50.98,54.75,52.65296,5.835,8.76,7.43806,176,196,184.83333,0,0,0,-99,-99,-99,17.35,18.51,18.02296
2021-04-03 09:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,15.6,17,16.34833,59,67,63.08333,3,6,4.65167,174,219,192.26667,0,0,0,-99,-99,-99,15.11,17.29,16.14867
2021-04-02 12:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,12.2,13.74,12.80385,49.04,53.21,50.77327,1.292,3.88,2.71154,355,355,355,0,0,0,-99,-99,-99,11.82,14.26,12.61712
2021-04-01 01:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,2.089,3.014,2.47047,90.5,93.5,91.74828,0,1.462,0.627,0,356,317.48276,0,0,0,-99,-99,-99,1.78,8.82,3.64793
2021-04-04 16:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,6.7,6.8,6.71,100,100,100,5.5,9.6,7.105,21,37,28.76667,0,0,0,-99,-99,-99,2.75,4.13,3.46883
2021-04-02 21:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,9.5,10.3,9.74237,73,80,77.15254,1.3,4.3,2.7661,241,287,265.18644,0,0,0,-99,-99,-99,8.23,9.99,9.0178
2021-04-02 20:00:00,OMERLI,AUTOMATED_WEATHER_SENSOR,11.41,11.75,11.58317,57.22,60.56,59.00033,3.493,7.3,5.06712,211,237,225.45,0,0,0,-99,-99,-99,9.45,10.8,10.2025
2021-04-03 01:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,12.07,12.85,12.55,64.24,72.81,67.96,1.632,3.973,2.64293,165,233,196.0339,0,0,0,10.8,12.2,11.49322,11.25,13.18,12.35627
2021-04-03 04:00:00,OMERLI,AUTOMATED_WEATHER_SENSOR,11.48,12.02,11.67915,61.92,68.61,66.07119,0.316,5.042,3.2661,216,255,237.77966,0,0,0,-99,-99,-99,10.06,14,11.1
2021-04-01 12:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,9,10.2,9.52667,51,57,53.53333,3.8,7.8,5.81667,0,359,61.76667,0,0,0,-99,-99,-99,6.41,8.98,7.413
2021-04-03 06:00:00,OMERLI,AUTOMATED_WEATHER_SENSOR,12.79,14.72,13.69049,51.78,61.23,56.70262,3.817,6.865,5.15475,210,235,220.77049,0,0,0,-99,-99,-99,11.54,13.98,12.76016
2021-04-01 02:00:00,BEYKOZ,ICING_SENSOR,4.016,4.221,4.12066,85.1,87.2,85.7875,0,1.65,0.84339,5,344,119.71429,0,0,0,4.5,4.8,4.65,2.96,5.53,4.63321
2021-04-01 17:00:00,OMERLI,AUTOMATED_WEATHER_SENSOR,5.78,5.996,5.89102,85.2,86.4,85.81167,0,0.172,0.00487,0,29,1.85,0,0,0,-99,-99,-99,5.78,11.6,6.68983
2021-04-01 18:00:00,OMERLI,AUTOMATED_WEATHER_SENSOR,5.44,5.797,5.63258,86.3,87.8,87.15263,0,0.028,0.00049,0,31,0.54386,0,0,0,-99,-99,-99,5.44,10.74,5.72193
